,Unnamed: 0,ObjName,Redshift,DM15,DM15err,Subtype,EBV,EBVhost,EBVmw,pivot,slope
172,172,SN2008ar,0.026147000000000004,1.1,0.05,Ia-norm,0.0311,0.12,0.0,0.5,1.1
173,173,SN2001ay,0.030244,0.68,0.05,Ia-norm,0.0159,0.0,0.0159,1.9,0.5
174,174,SN2004ey,0.015786,1.0082196193559076,0.07400000000000001,Ia-norm,0.1191,0.04,0.0,1.6,0.8
175,175,SN1994D,0.002058,1.37,0.03,Ia-norm,0.0191,0.0,0.0191,1.1,1.1
176,176,SN2002jg,0.014987,1.42,0.07,Ia-norm,0.0567,0.0,0.0567,1.5,1.0
177,177,SN2007bm,0.006211,1.09,0.05,Ia-norm,0.0354,0.0,0.0354,1.3,1.1
178,178,SN2000dk,0.017442,1.62,0.05,Ia-norm,0.0589,0.2,0.0,1.1,1.1
179,179,SN2006cj,0.067517,0.81,0.06,Ia-norm,0.01,0.14,0.0,1.1,1.1
180,180,SN2002cs,0.015771,0.99,0.03,Ia-norm,0.0878,0.0,0.0878,1.3,0.5
181,181,SN2004bk,0.023124000000000002,1.02,0.07,Ia-norm,0.0218,0.0,0.0218,1.3,1.1
182,182,SN2008ia,0.021942,1.2136053436463985,0.07400000000000001,Ia-norm,0.1954,0.0,0.1954,1.4,1.1
183,183,SN2007nq,0.045031,1.47,0.05,Ia-norm,0.0312,0.2,0.0,0.5,1.1
184,184,SN2002he,0.024564,1.44,0.06,Ia-norm,0.0341,0.0,0.0341,1.0,1.2
185,185,SN2008C,0.017,1.11,0.05,Ia-norm,0.07200000000000001,0.2,0.0,1.8,0.7
186,186,SN2002dp,0.011639,1.12,0.04,Ia-norm,0.0422,0.0,0.0,1.3,1.1
187,187,SN2005ag,0.079665,1.0465189775571155,0.07400000000000001,Ia-norm,0.0331,0.0,0.0331,0.3,0.7
188,188,SN2001eh,0.037036,0.92,0.06,Ia-99aa-like,0.0538,0.08199999999999999,0.0,1.0,1.3
189,189,SN2008hv,0.012549,1.1336901726437731,0.07400000000000001,Ia-norm,0.0279,0.0,0.0,1.9,0.7
190,190,SN2003ic,0.055672,1.3068653534087535,0.07,Ia-norm,0.0322,0.2,0.0,,
191,191,SN1998co,0.018072,1.4342189223320252,0.07,Ia-norm,0.0363,0.0,0.0363,,
192,192,SN2005na,0.026322,1.09,0.06,Ia-norm,0.0681,0.0,0.0,1.3,1.2
193,193,SN2003gn,0.03445,1.22,0.04,Ia-norm,0.042,0.0,0.042,1.5,0.6
194,194,SN1997br,0.005961,1.09,0.06,Ia-91T,0.0967,0.0,0.0967,,
195,195,SN2005hk,0.012993000000000001,1.56,0.09,Iax,0.0193,0.112,0.0,0.3,1.9
196,196,SN2003K,0.021815,1.007220304639145,0.07400000000000001,Ia-91T,0.0238,0.0,0.0238,,
197,197,SN2007ux,0.030914999999999998,1.74,0.07,Ia-norm,0.0386,0.14,0.0,0.4,1.5
198,198,SN2005eu,0.0349,0.89,0.06,Ia-norm,0.1126,0.0,0.1126,1.9,0.7
199,199,SN1999dk,0.01496,0.9244704601844678,0.07,Ia-norm,0.0429,0.0,0.0429,1.3,1.1
200,200,SN2001E,0.01926,0.92,0.06,Ia-norm,0.0333,0.0,0.0333,1.1,1.1
201,201,SN2005al,0.012402,1.0029300434835875,0.07400000000000001,Ia-norm,0.0483,0.0,0.0483,,
202,202,SN2000fa,0.021275,1.0,0.06,Ia-norm,0.0558,0.239,0.0,1.2,1.0
203,203,SN2007bz,0.021778,1.05,0.03,Ia-norm,0.0285,0.0,0.0285,1.3,1.0
204,204,SN2006je,0.037995999999999995,1.7574660732037324,0.07400000000000001,Ia-norm,0.0397,0.0,0.0397,1.6,1.8
205,205,SN1996bo,0.017285,1.16,0.03,Ia-norm,0.0665,0.0,0.0665,,
206,206,SN2000bk,0.025444,1.46,0.1,Ia-norm,0.0221,0.0,0.0221,0.8,1.2
207,207,SN2007co,0.026962,1.16,0.03,Ia-norm,0.0964,0.34,0.0,1.3,0.9
208,208,SN1998ab,0.027132,1.04,0.06,Ia-91T,0.0145,0.177,0.0,1.3,1.1
209,209,SN2005ke,0.00488,1.82,0.05,Ia-91bg,0.02,0.064,0.0,0.5,1.7
210,210,SN2008Q,0.0081,1.25,0.08,Ia-norm,0.0716,0.0,0.0716,1.4,1.0
211,211,SN2003ai,0.036177,1.0003585052406858,0.07400000000000001,Ia-norm,0.0127,0.0,0.0127,1.0,1.1
212,212,SN2005dv,0.010404,1.8217511361155525,0.07,Ia-norm,0.0159,0.0,0.0159,1.7,1.9
213,213,SN2004ef,0.030985000000000002,1.39,0.04,Ia-norm,0.0458,0.2,0.0,1.9,0.7
214,214,SN1999gd,0.018509,1.18,0.05,Ia-norm,0.0354,0.541,0.0,,
215,215,SN2006al,0.067849,1.35,0.07,Ia-norm,0.0221,0.0,0.0,1.3,1.0
216,216,SN2003fa,0.040388,0.8,0.05,Ia-99aa-like,0.0334,0.059,0.0,1.4,0.6
217,217,SN2000dn,0.032064999999999996,1.04,0.04,Ia-norm,0.0409,0.0,0.0409,1.2,1.1
218,218,SN2006bh,0.010847,1.391299068558763,0.07400000000000001,Ia-norm,0.0227,0.0,0.0227,,
219,219,SN2001fh,0.01299,1.51,0.08,Ia-norm,0.6394,0.0,0.6394,0.6,1.6
220,220,SN2006ot,0.0531,0.84,0.05,Ia-norm,0.0151,0.0,0.0151,1.9,0.5
221,221,SN2002de,0.028116000000000002,0.96,0.04,Ia-norm,0.0144,0.239,0.0,1.1,1.1
222,222,SN2003kf,0.007388,1.1,0.05,Ia-norm,0.2687,0.386,0.0,1.4,0.7
223,223,SN2004as,0.031020999999999996,0.92,0.08,Ia-norm,0.0132,0.195,0.0,1.4,0.9
224,224,SN2012fr,0.005457,0.85,0.0,Ia-norm,0.0177,0.0,0.0177,,
225,225,SN2005iq,0.034043000000000004,1.19,0.06,Ia-norm,0.0186,0.2,0.0,1.9,0.7
226,226,SN1990Y,0.039034,1.0257926780507316,0.07400000000000001,Ia-norm,0.0069,0.0,0.0069,,
227,227,SN1996ab,0.13,1.01,0.07,Ia-norm,0.0274,0.0,0.0274,,
228,228,SN2002er,0.008569,1.23,0.03,Ia-norm,0.1376,0.0,0.1376,,
229,229,SN2002jy,0.0196,0.88,0.06,Ia-norm,0.045,0.114,0.0,1.0,1.1
230,230,SN2002es,0.02843,1.3592957019308485,0.07,Ia-pec,0.1552,0.0,0.1552,0.7,1.5
231,231,SN2011iv,0.0065,1.69,0.0,Ia-norm,0.0098,0.0,0.01,1.3,1.1
232,232,SN2002ef,0.023977000000000002,1.06,0.04,Ia-norm,0.0251,0.0,0.0251,1.9,1.1
233,233,SN2000dm,0.015069999999999997,1.46,0.04,Ia-norm,0.1606,0.0,0.1606,1.1,1.1
234,234,SN2005lu,0.032008999999999996,0.74,0.05,Ia-norm,0.0218,0.0,0.0218,0.3,0.3
235,235,SN2006em,0.019233,1.5,0.15,Ia-91bg,0.0513,0.0,0.0513,1.6,1.3
236,236,SN2006az,0.030935,1.29,0.03,Ia-norm,0.0111,0.0,0.0111,1.9,0.8
237,237,SN1999cl,0.007609,1.17,0.06,Ia-norm,0.0325,1.328,0.0,1.4,0.7
238,238,SN2008bf,0.0246,1.05,0.04,Ia-norm,0.0296,0.093,0.0,1.1,1.1
239,239,SN2005kc,0.015119999999999996,1.24,0.04,Ia-norm,0.1136,0.2,0.0,1.2,1.1
240,240,SN1996ai,0.003156,0.88,0.06,Ia-norm,0.0122,0.0,0.0122,1.8,1.6
241,241,SN2002do,0.015881,1.56,0.08,Ia-norm,0.2703,0.0,0.2703,,
242,242,SN2008A,0.016428,1.28,0.09,Iax,0.0427,0.0,0.0427,0.7,1.5
243,243,SN1993ae,0.019667,1.2611061431732489,0.07400000000000001,Ia-norm,0.0334,0.0,0.0334,0.3,0.7
244,244,SN1999by,0.002128,1.97,0.04,Ia-91bg,0.0134,0.036000000000000004,0.0,1.5,1.0
245,245,SN2003iv,0.034307,1.65,0.07,Ia-norm,0.1184,0.14300000000000002,0.0,1.3,0.9
246,246,SN2005el,0.01491,1.27,0.05,Ia-norm,0.0976,0.124,0.0,1.1,1.1
247,247,SN2001G,0.01677,1.0254657915978749,0.07,Ia-norm,0.0135,0.0,0.0135,0.8,1.2
248,248,SN2004bg,0.021034999999999998,1.05,0.09,Ia-norm,0.019,0.062,0.0,1.0,1.1
249,249,SN2005mc,0.025221,1.63,0.05,Ia-norm,0.0379,0.2,0.0,1.9,1.7
250,250,SN2006X,0.00524,1.18,0.03,Ia-norm,0.0228,1.496,0.0,1.3,0.8
251,251,SN1998aq,0.003699,1.11,0.04,Ia-norm,0.0122,0.024,0.0,1.5,0.9
252,252,SN2001fe,0.013538999999999999,1.0,0.07,Ia-norm,0.0185,0.08199999999999999,0.0,1.4,1.0
253,253,SN2006cp,0.022289,0.98,0.09,Ia-norm,0.0223,0.28800000000000003,0.0,1.2,1.0
254,254,SN2007le,0.0067209999999999995,1.01,0.03,Ia-norm,0.0334,0.0,0.0334,1.6,0.9
255,255,SN1998dm,0.006534999999999999,0.9,0.03,Ia-norm,0.0385,0.434,0.0,1.1,1.1
256,256,SN2002aw,0.026144999999999998,1.05,0.06,Ia-norm,0.0059,0.0,0.0059,1.6,0.8
257,257,SN2004at,0.023131,1.05,0.03,Ia-norm,0.0094,0.0,0.0094,,
258,258,SN2006le,0.017432,0.88,0.03,Ia-norm,0.35100000000000003,0.452,0.0,1.5,0.9
259,259,SN2002cd,0.010343999999999999,0.84,0.05,Ia-norm,0.3501,1.008,0.0,1.7,0.7
260,260,SN2006hx,0.045494,1.0527324992565554,0.07400000000000001,Ia-norm,0.0256,0.0,0.0256,0.7,0.2
261,261,SN1997bp,0.008312,1.08,0.06,Ia-norm,0.0384,0.0,0.0384,1.9,0.7
262,262,SN2004gc,0.032089,1.08,0.05,Ia-norm,0.1781,0.0,0.1781,0.7,0.0
263,263,SN2006ev,0.028732999999999998,1.32,0.05,Ia-norm,0.0759,0.0,0.0759,1.0,0.0
264,264,SN1998dx,0.054224,1.32,0.07,Ia-norm,0.0356,0.0,0.0356,1.1,1.1
265,265,SN2001ck,0.034717000000000005,1.05,0.05,Ia-norm,0.011000000000000001,0.0,0.011000000000000001,1.0,1.2
266,266,SN2006ha,0.030654,1.3685819462450937,0.07400000000000001,Ia-norm,0.0385,0.0,0.0385,,
267,267,SN1995bd,0.0146,0.94,0.04,Ia-norm,0.4202,0.0,0.4202,,
268,268,SN2001ah,0.057755999999999995,0.98,0.08,Ia-norm,0.0106,0.0,0.0106,0.4,1.3
269,269,SN2003kc,0.033176,1.1401998612212452,0.07400000000000001,Ia-norm,0.0163,0.0,0.0163,,
270,270,SN1995ak,0.022719,1.25,0.07,Ia-norm,0.0326,0.0,0.0326,,
271,271,SN2007N,0.01287890971560065,1.8746904740019208,0.07,Ia-91bg,0.0343,0.0,0.0343,1.5,1.1
272,272,SN2000E,0.00475,1.09,0.05,Ia-norm,0.3168,0.0,0.3168,1.7,0.7
273,273,SN1998dk,0.013219,1.05,0.1,Ia-norm,0.0386,0.14,0.0,1.4,1.1
274,274,SN2005mz,0.017559,1.83,0.05,Ia-norm,0.1399,0.32299999999999995,0.0,1.1,1.7
275,275,SN2011by,0.002843,1.14,0.0,Ia-norm,0.0119,0.0,0.013,1.1,1.1
276,276,SN2006mp,0.026998677865338428,1.0262735532003209,0.07,Ia-99aa-like,0.0303,0.16,0.0,1.0,1.1
277,277,SN2002ha,0.0144,1.22,0.04,Ia-norm,0.0852,0.0,0.0,1.1,1.1
278,278,SN1997do,0.01012,0.94,0.05,Ia-norm,0.0534,0.213,0.0,1.3,0.7
279,279,SN1999ek,0.017522,1.14,0.03,Ia-norm,0.4794,0.0,0.4794,1.1,1.3
280,280,SN1995D,0.006561,1.05,0.03,Ia-norm,0.0484,0.0,0.0484,1.7,0.7
281,281,SN2006ef,0.017902,1.2011916654751202,0.07,Ia-norm,0.0201,0.18,0.0,1.7,0.7
282,282,SN2006ak,0.0381,1.22,0.08,Ia-norm,0.0271,0.0,0.0271,1.2,1.1
283,283,SN2005bg,0.023086000000000002,1.0663351199169206,0.07400000000000001,Ia-norm,0.0264,0.0,0.0264,,
284,284,SN2005ms,0.025204,1.0214220820601791,0.07,Ia-norm,0.028999999999999998,0.0,0.028999999999999998,1.1,1.1
285,285,SN1997Y,0.015865999999999998,1.15,0.09,Ia-norm,0.0142,0.0,0.0142,1.3,0.9
286,286,SN2006ej,0.020452,1.2665917425706923,0.07,Ia-norm,0.0296,0.2,0.0,1.3,0.9
287,287,SN1994T,0.034656,1.51,0.08,Ia-norm,0.0253,0.0,0.0253,0.5,1.7
288,288,SN2004dt,0.01973,1.14,0.04,Ia-norm,0.0212,0.0,0.0212,,
289,289,SN2007jg,0.037131,1.17,0.05,Ia-norm,0.0904,0.0,0.0904,1.9,0.6
290,290,SN2007on,0.006494492933508021,1.6410642282933774,0.07400000000000001,Ia-norm,0.0098,0.0,0.0098,1.2,1.1
291,291,SN1995E,0.011575,1.16,0.05,Ia-norm,0.0229,0.0,0.0229,1.1,1.3
292,292,SN2007ba,0.038513,1.89,0.05,Ia-91bg,0.0315,0.0,0.0315,1.2,1.1
293,293,SN2003hv,0.0056240000000000005,1.31,0.05,Ia-norm,0.0133,0.0,0.0133,1.5,0.9
294,294,SN2002cx,0.023962999999999998,1.51,0.09,Iax,0.0278,0.032,0.0,,
295,295,SN1994M,0.0232,1.26,0.06,Ia-norm,0.0199,0.18,0.0,1.3,1.1
296,296,SN1999cw,0.012372,0.94,0.05,Ia-norm,0.0296,0.0,0.0296,1.7,0.9
297,297,SN2017cbv,0.00399,1.06,0.0,Ia-norm,0.1452,0.0,0.1452,0.7,1.3
298,298,SN2002bf,0.024197,1.12,0.08,Ia-norm,0.0092,0.18,0.0,1.3,1.1
299,299,SN1998ef,0.017741999999999997,1.27,0.07,Ia-norm,0.0631,0.2,0.0,0.5,1.9
300,300,SN2006gt,0.044771,1.66,0.05,Ia-91bg,0.0323,0.0,0.0323,1.9,0.3
301,301,SN2007ae,0.064387,0.98,0.06,Ia-norm,0.0386,0.0,0.0,1.3,1.1
302,302,SN1999cp,0.00948,0.98,0.07,Ia-norm,0.0212,0.0,0.0212,1.1,1.1
303,303,SN2006kf,0.021301,1.55,0.03,Ia-norm,0.2097,0.0,0.2097,1.5,0.7
304,304,SN2003gq,0.021448,1.69,0.19,Iax,0.06,0.0,0.06,1.8,1.9
305,305,SN2003ae,0.032857,1.2101285570524376,0.07400000000000001,Ia-norm,0.0204,0.0,0.0,,
306,306,SN2007A,0.0171,0.95,0.05,Ia-norm,0.0631,0.04,0.0,1.1,1.1
307,307,SN1994ae,0.004266,0.96,0.04,Ia-norm,0.0262,0.0,0.0262,1.1,1.1
308,308,SN2001bg,0.007122,1.06,0.03,Ia-norm,0.0338,0.0,0.0338,1.2,1.1
309,309,ASASSN-14lp,0.0051,0.8,0.01,Ia-norm,0.0213,0.32,0.022,1.5,0.8
310,310,SN1998de,0.016471,1.88,0.05,Ia-norm,0.0495,0.139,0.0,,
311,311,SN2000cx,0.0081,0.99,0.02,Ia-pec,0.0698,0.083,0.0,1.3,1.0
312,312,SN2006ac,0.023106,1.2,0.03,Ia-norm,0.0136,0.04,0.0,0.8,1.2
313,313,SN1981B,0.006031,1.0566495584740772,0.07400000000000001,Ia-norm,0.0157,0.0,0.0157,,
314,314,SN1998bu,0.0029920000000000003,1.03,0.02,Ia-norm,0.0217,0.395,0.0,0.8,1.2
315,315,SN2006ax,0.016738999999999997,1.06,0.03,Ia-norm,0.040999999999999995,0.0,0.040999999999999995,1.4,1.1
316,316,SN2003U,0.028341,1.46,0.1,Ia-norm,0.0242,0.0,0.0,1.1,1.0
317,317,SN1990O,0.030664,0.9879559621853362,0.07,Ia-norm,0.0807,0.0,0.0807,,
318,318,SN1990N,0.0033950000000000004,0.9435996279423344,0.07400000000000001,Ia-norm,0.0223,0.0,0.0223,,
319,319,SN1999cc,0.031327999999999995,1.35,0.06,Ia-norm,0.0174,0.2,0.0,,
320,320,SN2007qe,0.02,1.03,0.04,Ia-norm,0.0332,0.0,0.0332,1.2,0.9
321,321,SN2004L,0.032346,1.12,0.07,Ia-norm,0.0268,0.0,0.0,,
322,322,SN1999da,0.012695,1.9,0.05,Ia-91bg,0.0449,0.0,0.0449,1.5,1.0
323,323,SN2005be,0.035,1.49,0.05,Ia-norm,0.0294,0.2,0.0,1.2,1.1
324,324,SN2005am,0.007899,1.3,0.05,Ia-norm,0.0433,0.07400000000000001,0.0,1.3,1.1
325,325,SN2008R,0.0135,1.54,0.05,Ia-norm,0.0618,0.0,0.0618,1.0,1.3
326,326,SN2006td,0.015880000000000002,1.3795821156578472,0.07,Ia-norm,0.076,0.1,0.0,,
327,327,SN2006mo,0.037002,1.5651994991188078,0.07,Ia-norm,0.0383,0.18,0.0,0.8,1.1
328,328,SN2006is,0.031421,0.8521095169507373,0.07,Ia-norm,0.028999999999999998,0.0,0.028999999999999998,1.9,0.7
329,329,SN2005cf,0.006461,1.1,0.03,Ia-norm,0.0841,0.218,0.0,1.4,0.8
330,330,SN2007ax,0.006878,1.87,0.05,Ia-91bg,0.0446,0.204,0.0,0.9,1.9
331,331,SN2003cg,0.00413,1.26,0.05,Ia-norm,0.0265,1.331,0.0,1.1,1.1
332,332,SN2003du,0.006384,1.07,0.06,Ia-norm,0.0081,0.03,0.0,,
333,333,SN1999gp,0.026744999999999998,0.87,0.04,Ia-norm,0.0472,0.0,0.0472,,
334,334,SN2001br,0.020628,1.16,0.04,Ia-norm,0.0557,0.0,0.0557,1.7,0.7
335,335,SN1993ac,0.049,1.19,0.1,Ia-norm,0.1409,0.0,0.1409,1.1,1.1
336,336,SN2000B,0.019827,1.46,0.05,Ia-norm,0.0579,0.18,0.0,,
337,337,SN2007au,0.020584,1.69,0.05,Ia-norm,0.0584,0.0,0.0584,1.7,1.9
338,338,SN2007jh,0.040796,1.7585466183373384,0.07400000000000001,Ia-86G-like,0.0902,0.0,0.0902,,
339,339,SN2008fp,0.005664,0.9793008064190228,0.07400000000000001,Ia-norm,0.1686,0.0,0.1686,1.5,0.6
340,340,SN2006ob,0.059239,1.5602525856789038,0.07,Ia-norm,0.0285,0.0,0.0,,
341,341,SN1999X,0.025171000000000002,1.11,0.08,Ia-norm,0.0272,0.12,0.0,0.3,0.7
342,342,SN2006py,0.0579,1.1478603664923066,0.07400000000000001,Ia-norm,0.0518,0.0,0.0518,0.3,0.5
343,343,SN2007S,0.0139,0.94,0.03,Ia-91T,0.0224,0.518,0.0,1.4,0.9
344,344,SN2007O,0.036212,1.1361397514138665,0.07,Ia-norm,0.0182,0.04,0.0,,
345,345,SN2012ht,0.003559000000000001,1.39,0.0,Ia-norm,0.0252,0.0,0.0252,1.4,1.0
346,346,SN2007al,0.012175,1.89,0.05,Ia-91bg,0.036000000000000004,0.172,0.0,1.3,1.1
