,Unnamed: 0,ObjName,Redshift,DM15,DM15err,Subtype,EBV,EBVhost,EBVmw,pivot,slope,EBVhostNew,EBVPaper1,Source1,EBVPaper2,Source2,EBVPaper3,Source3,EBVmwSFD,maxBV,EBVfinal
117,117,SN2007ai,0.031662,0.852109517,0.07,Ia-91T,0.286,0.0,0.286,,,,0.339,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.16,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.3313237726688385,,0.339
118,118,SN2001az,0.040695,1.09,0.06,Ia-norm,0.0424,0.14,0.0,1.4,0.7,0.0822888417294414,,,,,,,0.0506778471171855,-0.0286550077948604,0.0822888417294414
119,119,SN2000cu,0.020324,1.48,0.04,Ia-norm,0.0763,0.0,0.0763,1.2,1.1,0.1262638796284214,,,,,,,0.0883685275912284,0.0927559244970339,0.1262638796284214
120,120,SN2006cm,0.016341,1.04,0.07,Ia-norm,0.0414,0.0,0.0414,0.5,1.6,1.2610574820620122,1.1,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,,,0.0479177720844745,1.148305683079684,1.1
121,121,SN2001gc,0.01929,1.067913277,0.074,Ia-norm,0.1801,0.0,0.1801,,,,,,,,,,0.2101816236972808,,0.0
122,122,SN2013aa,0.003999,0.8,0.0,Ia-norm,0.1458,0.0,0.1458,,,,0.0,https://iopscience.iop.org/article/10.3847/1538-4357/aab716/pdf,,,,,0.1698252260684967,,0.0
123,123,SN2002dl,0.0162509999999999,1.76,0.05,Ia-norm,0.0668,0.0,0.0668,,,,,,,,,,0.0775874182581901,,0.0
124,124,SN2004eo,0.015701,1.48242509,0.074,Ia-norm,0.093,0.0,0.093,1.1,1.1,0.0506781608080108,0.129,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.077,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.128,https://academic.oup.com/mnras/article/480/2/1445/5056728,0.108019582927227,0.0373300362600623,0.077
125,125,SN1999gh,0.007679,1.69,0.05,Ia-norm,0.0502,0.069,0.0,1.3,1.6,0.1104021646592248,,,,,,,0.0575263686478138,0.1020948432620656,0.1104021646592248
126,126,SN2006mr,0.005871,1.916371927,0.074,Ia-91bg,0.0179,0.0,0.0179,,,,0.089,https://arxiv.org/pdf/1702.06585.pdf,0.0,https://academic.oup.com/mnras/article/388/1/421/1014538,,,0.0209079142659902,,0.089
127,127,SN2008L,0.0194,1.38,0.06,Ia-norm,0.1357,0.02,0.0,1.0,1.2,0.0578381019129198,,,,,,,0.1587979197502136,0.0765959463546614,0.0578381019129198
128,128,SN2002fb,0.015567,1.77,0.11,Ia-91bg,0.0763,0.229,0.0,1.3,1.7,0.0,,,,,,,0.0885056257247924,0.4393500768023806,0.0
129,129,SN2003Y,0.016942,1.65,0.08,Ia-91bg,0.0399,0.0,0.0399,,,,,,,,,,0.0476200506091117,,0.0
130,130,SN2005ku,0.045439,1.039873203,0.074,Ia-norm,0.0461,0.0,0.0461,,,,0.124,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.0537832304835319,,0.124
131,131,SN2006br,0.02459,1.12,0.09,Ia-norm,0.0197,0.0,0.0197,,,,0.8959999999999999,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.0245574098080396,,0.8959999999999999
132,132,SN1999ej,0.013723,1.48,0.03,Ia-norm,0.0605,0.2,0.0,,,,,,,,,,0.071915179491043,,0.0
133,133,SN2001V,0.015018,0.82,0.05,Ia-norm,0.0172,0.12,0.0,1.2,1.1,0.168746727327286,,,,,,,0.0195781085640192,0.0481709732997188,0.168746727327286
134,134,SN1991bg,0.003392,1.826828649,0.074,Ia-91bg,0.0344,0.0,0.0344,1.3,1.7,0.0,0.0,https://articles.adsabs.harvard.edu/pdf/1992AJ....104.1543F,,,,,0.0411295369267463,0.6385860307979243,0.0
135,135,SN1991T,0.0057909999999999,0.89854105,0.074,Ia-91T,0.0189,0.202,0.0,1.1,1.1,0.3339815452593492,0.21,Jiawen,,,,,0.0219059288501739,0.20535580756761,0.21
136,136,SN1999bh,0.017205,1.38,0.08,Ia-norm,0.012,0.0,0.012,,,,0.48,https://arxiv.org/pdf/1202.3140.pdf,,,,,0.0149234710261225,,0.48
137,137,SN2000cp,0.034204,1.09,0.09,Ia-norm,0.0421,0.0,0.0421,0.9,1.4,0.4941183348376988,0.51,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,,,0.0500475950539112,0.3825442332501225,0.51
138,138,SN2005bo,0.013896,1.28,0.03,Ia-norm,0.0396,0.2,0.0,1.7,1.1,0.4195690239681676,0.272,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.327,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.0459674559533596,0.3128313232149295,0.327
139,139,SN1986G,0.001825,0.804213507,0.074,Ia-norm,0.0985,0.0,0.0985,2.0,0.6,1.1027286001102017,0.88,https://arxiv.org/pdf/1608.05244.pdf,1.0,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,0.1144490167498588,1.0795189068666031,1.0
140,140,SN2005cc,0.007572,1.94,0.06,Iax,0.0056,0.0,0.0056,2.0,0.0,0.0,0.4,https://iopscience.iop.org/article/10.1088/0004-637X/767/1/57/pdf,,,,,0.0065246196463704,0.331034002653535,0.4
141,141,SN2002bo,0.00424,1.08,0.04,Ia-norm,0.0216,0.555,0.0,1.0,1.0,0.4679251014759773,0.43,https://arxiv.org/pdf/astro-ph/0309665.pdf,0.46,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,0.0250673741102218,0.331451256056539,0.46
142,142,SN2006hb,0.015344,1.44,0.09,Ia-norm,0.0236,0.16,0.0,1.1,1.1,0.1466569885000013,0.029,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.0272684376686811,0.0441236621317564,0.029
143,143,SN2008Z,0.02099,1.02,0.05,Ia-99aa-like,0.0099,0.0,0.0099,1.4,0.9,0.3552733740842879,,,,,,,0.0115522649139165,0.2069217311545941,0.3552733740842879
144,144,SN2002ck,0.029864,1.08,0.09,Ia-norm,0.0847,0.2,0.0,1.3,1.0,0.1334732130790963,,,,,,,0.0981299132108688,0.0700619067603049,0.1334732130790963
145,145,SN2001N,0.021025,1.106951303,0.07,Ia-norm,0.0215,0.0,0.0215,1.0,1.2,0.551964583628436,,,,,,,0.0269160885363817,0.4172481351899115,0.551964583628436
146,146,SN2007af,0.005464,1.04,0.05,Ia-norm,0.0338,0.1689999999999999,0.0,1.2,1.1,0.149328622694044,0.183,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.178,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.0391846410930156,0.0278436927202569,0.178
147,147,SN2005W,0.008889483,1.229578651,0.074,Ia-norm,0.0615,0.0,0.0615,,,,0.233,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.0715162977576255,,0.233
148,148,SN2002eu,0.037626,1.52,0.08,Ia-norm,0.039,0.0,0.039,1.8,0.9,0.092444367098569,,,,,,,0.0454455874860286,0.024818572309929,0.092444367098569
149,149,SN2014J,0.000677,0.95,,Ia-norm,0.1358,1.19,0.054,1.3,0.7,1.2809870522706688,1.4,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,,,0.1586315184831619,1.284126089976894,1.4
150,150,SN2005ls,0.021118,0.98,0.03,Ia-norm,0.0807,0.0,0.0807,1.1,1.1,0.3920702278258219,,,,,,,0.0930668711662292,0.3274241812424527,0.3920702278258219
151,151,SN2002fk,0.007125,1.13,0.03,Ia-norm,0.0344,0.0,0.0344,1.0,1.1,0.0444683376742628,,,,,,,0.0399759262800216,-0.0769495903670396,0.0444683376742628
152,152,SN2005ki,0.019207,1.41,0.07,Ia-norm,0.0267,0.0,0.0267,1.5,1.1,0.104877743215959,0.0,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.0,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.016,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,0.0319608449935913,0.0016702306950371,0.016
153,153,SN2006oa,0.06,0.89,0.07,Ia-norm,0.0352,0.0,0.0352,,,,,,,,,,0.0405552200973033,,0.0
154,154,SN2003hu,0.075,0.921925786,0.07,Ia-norm,0.052,0.0,0.052,,,,,,,,,,0.061317391693592,,0.0
155,155,SN1998V,0.017586,0.99,0.06,Ia-norm,0.17,0.286,0.0,,,,,,,,,,0.1966660469770431,,0.0
156,156,SN2005lz,0.044341,1.34,0.08,Ia-norm,0.077,0.2,0.0,,,,,,,,,,0.0898200049996376,,0.0
157,157,SN2005hf,0.04311,1.31,0.07,Ia-norm,0.0475,0.2,0.0,2.0,0.6,0.5001496984016486,,,,,,,0.0544313006103038,0.405098044374732,0.5001496984016486
158,158,SN2005ew,0.003,0.871909301,0.074,Ia-99aa-like,0.4283,0.0,0.4283,1.0,1.1,-0.1367876664597,,,,,,,0.5001208782196045,0.2159405186678924,-0.1367876664597
159,159,SN2005bl,0.02406,1.93,0.1,Ia-91bg,0.0251,0.198,0.0,1.9,1.8,0.0,0.257,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.028937455266714,0.6844490614075802,0.257
160,160,SN1999ef,0.039137,1.06,0.05,Ia-norm,0.0728,0.0,0.0728,,,,,,,,,,0.0879614129662513,,0.0
161,161,SN1999aa,0.014443,0.78,0.02,Ia-99aa-like,0.0342,0.05,0.0,1.2,1.1,0.020856732870752,0.01,Jiawen,,,,,0.0397321134805679,-0.0729765934424726,0.01
162,162,SN2001ep,0.013129,1.3,0.06,Ia-norm,0.0388,0.198,0.0,1.1,1.1,0.1149913596550316,0.05,https://academic.oup.com/mnras/article/391/4/1605/1746876,,,,,0.0473449453711509,0.0117243009072716,0.05
163,163,SN1997dt,0.007318,1.04,0.15,Ia-norm,0.0484,0.0,0.0484,,,,0.52,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,,,0.0562678202986717,,0.52
164,164,SN2001bf,0.015501,0.99,0.06,Ia-norm,0.0845,0.0,0.0845,1.2,1.0,0.0435356805911621,,,,,,,0.0987898334860801,-0.0160176082558187,0.0435356805911621
165,165,SN2008gp,0.033413,1.06460654,0.074,Ia-norm,0.1042,0.18,0.0,1.2,1.1,0.0120368092964995,0.0,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.098,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.1205745264887809,-0.0286985562297701,0.0
166,166,SN2006cq,0.048337,0.938834805,0.07,Ia-norm,0.0129,0.0,0.0,,,,,,,,,,0.0149748446419835,,0.0
167,167,SN1997cw,0.0171,0.979252905,0.074,Ia-norm,0.0629,0.0,0.0629,,,,0.3,https://iopscience.iop.org/article/10.3847/1538-4357/ab8e3e/pdf,,,,,0.0736170262098312,,0.3
168,168,SN2006lf,0.013206,1.3,0.06,Ia-norm,0.8161,1.029,0.8161,1.6,1.0,-0.1525935090747705,0.0,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.9542590379714966,0.6510535247778151,0.0
169,169,SN2003it,0.025091,1.36,0.09,Ia-norm,0.06,0.118,0.0,,,,,,,,,,0.070698969066143,,0.0
170,170,SN2005hj,0.057,0.870415602,0.07,Ia-norm,0.0329,0.2,0.0,,,,0.17,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.066,,,,0.0387345366179943,,0.17
171,171,SN2006H,0.013993,1.83,0.05,Ia-91bg,0.1774,0.376,0.0,,,,,,,,,,0.2060557752847671,,0.0
172,172,SN2008ar,0.026147,1.1,0.05,Ia-norm,0.0311,0.12,0.0,1.6,0.9,0.1454710773386323,0.081,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.036809854209423,0.0206337325130903,0.081
173,173,SN2001ay,0.030244,0.68,0.05,Ia-norm,0.0159,0.0,0.0159,1.9,0.5,0.1270796972249584,0.072,https://iopscience.iop.org/article/10.1088/0004-6256/142/3/74/pdf,,,,,0.0188981592655181,0.0327308760774265,0.072
174,174,SN2004ey,0.015786,1.008219619,0.074,Ia-norm,0.1191,0.04,0.0,1.6,0.9,-0.0019763863657931,0.0,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.006,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.019,https://academic.oup.com/mnras/article/480/2/1445/5056728,0.1374277472496032,-0.0238986526992057,0.0
175,175,SN1994D,0.002058,1.37,0.03,Ia-norm,0.0191,0.0,0.0191,1.1,1.1,0.0982574914849344,0.05,https://adsabs.harvard.edu/pdf/1996MNRAS.278..111P,,,,,0.0222141426056623,-0.0210823764475769,0.05
176,176,SN2002jg,0.014987,1.42,0.07,Ia-norm,0.0567,0.0,0.0567,,,,,,,,,,0.0663733258843422,,0.0
177,177,SN2007bm,0.006211,1.09,0.05,Ia-norm,0.0354,0.0,0.0354,1.1,1.1,0.4516103085233616,0.606,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,0.54,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,0.0410305336117744,0.3310191454936486,0.54
178,178,SN2000dk,0.017442,1.62,0.05,Ia-norm,0.0589,0.2,0.0,1.1,1.1,0.0438914171114723,0.0,Jiawen,,,,,0.0704759135842323,0.0271580587775162,0.0
179,179,SN2006cj,0.067517,0.81,0.06,Ia-norm,0.01,0.14,0.0,1.3,1.1,0.0232937162694493,,,,,,,0.0118444086983799,-0.1034510785907407,0.0232937162694493
180,180,SN2002cs,0.015771,0.99,0.03,Ia-norm,0.0878,0.0,0.0878,0.7,0.5,0.6838727107747925,,,,,,,0.1077717542648315,0.633301342706563,0.6838727107747925
181,181,SN2004bk,0.023124,1.02,0.07,Ia-norm,0.0218,0.0,0.0218,1.1,1.1,0.1912171061488483,,,,,,,0.0253570694476366,0.0566702677528745,0.1912171061488483
182,182,SN2008ia,0.021942,1.213605344,0.074,Ia-norm,0.1954,0.0,0.1954,0.7,1.5,0.0584497382386586,0.003,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.066,https://academic.oup.com/mnras/article/480/2/1445/5056728,,,0.2265017181634903,0.1268744861582575,0.066
183,183,SN2007nq,0.045031,1.47,0.05,Ia-norm,0.0312,0.2,0.0,1.2,1.1,0.1124499623780879,0.046,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.0354472659528255,0.0239569431319353,0.046
184,184,SN2002he,0.024564,1.44,0.06,Ia-norm,0.0341,0.0,0.0341,1.1,1.1,0.1450220208980995,,,,,,,0.0396149158477783,0.0548351727089517,0.1450220208980995
185,185,SN2008C,0.017,1.11,0.05,Ia-norm,0.072,0.2,0.0,1.1,1.1,0.1358435006722218,0.239,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.27,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.0837764516472816,0.0580022259678081,0.239
186,186,SN2002dp,0.011639,1.12,0.04,Ia-norm,0.0422,0.0,0.0,1.3,1.1,0.1068211538352119,,,,,,,0.0489223450422287,-0.0057897793558403,0.1068211538352119
187,187,SN2005ag,0.079665,1.046518978,0.074,Ia-norm,0.0331,0.0,0.0331,,,,0.085,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.072,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.0399513617157936,,0.085
188,188,SN2001eh,0.037036,0.92,0.06,Ia-99aa-like,0.0538,0.0819999999999999,0.0,0.9,1.3,0.0946558045434296,0.06,https://academic.oup.com/mnras/article/391/4/1605/1746876,,,,,0.0636041313409805,0.0054826193871981,0.06
189,189,SN2008hv,0.012549,1.133690173,0.074,Ia-norm,0.0279,0.0,0.0,1.9,0.7,0.078213090170247,0.0,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.074,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.031902227550745,-0.0512132000533789,0.074
190,190,SN2003ic,0.055672,1.306865353,0.07,Ia-norm,0.0322,0.2,0.0,,,,,,,,,,0.0376926138997077,,0.0
191,191,SN1998co,0.018072,1.434218922,0.07,Ia-norm,0.0363,0.0,0.0363,,,,,,,,,,0.0426875129342079,,0.0
192,192,SN2005na,0.026322,1.09,0.06,Ia-norm,0.0681,0.0,0.0,1.4,1.1,0.0226282640699451,0.048,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.0,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.061,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,0.0776914358139038,-0.0613019967576384,0.0
193,193,SN2003gn,0.03445,1.22,0.04,Ia-norm,0.042,0.0,0.042,,,,,,,,,,0.0497023873031139,,0.0
194,194,SN1997br,0.005961,1.09,0.06,Ia-91T,0.0967,0.0,0.0967,1.1,1.1,0.6449630523800187,0.35,https://arxiv.org/pdf/astro-ph/0611125.pdf,,,,,0.1129224449396133,0.5962638006781447,0.35
195,195,SN2005hk,0.012993,1.56,0.09,Iax,0.0193,0.112,0.0,1.1,1.4,0.1354606000538277,0.09,https://www.jstor.org/stable/pdf/10.1086/518372.pdf?refreqid=excelsior%3A91cbacb89203ebf27a3875fba7789e90&ab_segments=&origin=&initiator=&acceptTC=1,0.0,https://iopscience.iop.org/article/10.1088/0004-637X/767/1/57/pdf,,,0.0227426029741764,0.0548167632723597,0.09
196,196,SN2003K,0.021815,1.007220305,0.074,Ia-91T,0.0238,0.0,0.0238,,,0.1379226236936402,,,,,,,0.0275393538177013,0.0061624602512644,0.1379226236936402
197,197,SN2007ux,0.030915,1.74,0.07,Ia-norm,0.0386,0.14,0.0,0.4,1.5,0.0,,,,,,,0.0449475273489952,0.0491911685181918,0.0
198,198,SN2005eu,0.0349,0.89,0.06,Ia-norm,0.1126,0.0,0.1126,1.3,0.9,0.2303573474618352,,,,,,,0.1314605027437209,0.2122504156183993,0.2303573474618352
199,199,SN1999dk,0.01496,0.92447046,0.07,Ia-norm,0.0429,0.0,0.0429,1.3,1.1,0.1805484819551307,0.12,Jiawen,,,,,0.0503388866782188,0.0776740832780298,0.12
200,200,SN2001E,0.01926,0.92,0.06,Ia-norm,0.0333,0.0,0.0333,,,,,,,,,,0.0390013940632343,,0.0
201,201,SN2005al,0.012402,1.002930043,0.074,Ia-norm,0.0483,0.0,0.0483,,,,0.0,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.022,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.0555513426661491,,0.0
202,202,SN2000fa,0.021275,1.0,0.06,Ia-norm,0.0558,0.239,0.0,1.3,1.0,0.1510759958308196,0.19,Jiawen,,,,,0.0671081990003585,0.0592658390490292,0.19
203,203,SN2007bz,0.021778,1.05,0.03,Ia-norm,0.0285,0.0,0.0285,1.6,0.9,0.2592288944628159,,,,,,,0.0336562022566795,0.1319151532514411,0.2592288944628159
204,204,SN2006je,0.037996,1.757466073,0.074,Ia-norm,0.0397,0.0,0.0397,,,,,,,,,,0.0461563877761364,,0.0
205,205,SN1996bo,0.017285,1.16,0.03,Ia-norm,0.0665,0.0,0.0665,,,,,,,,,,0.0772358626127243,,0.0
206,206,SN2000bk,0.025444,1.46,0.1,Ia-norm,0.0221,0.0,0.0221,,,,,,,,,,0.0259877368807792,,0.0
207,207,SN2007co,0.026962,1.16,0.03,Ia-norm,0.0964,0.34,0.0,1.1,1.1,0.149741781297876,0.208,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.1131924390792846,0.1022884961369356,0.208
208,208,SN1998ab,0.027132,1.04,0.06,Ia-91T,0.0145,0.177,0.0,1.3,1.1,0.24734786417145,0.1,Jiawen,,,,,0.0169506110250949,0.1036289041297422,0.1
209,209,SN2005ke,0.00488,1.82,0.05,Ia-91bg,0.02,0.064,0.0,1.7,1.1,0.0,0.263,https://arxiv.org/pdf/1702.06585.pdf,,,,,0.0245639942586422,0.6583377567223465,0.263
210,210,SN2008Q,0.0081,1.25,0.08,Ia-norm,0.0716,0.0,0.0716,1.0,1.2,0.1475634298871898,,,,,,,0.0827569887042045,0.0748878935665402,0.1475634298871898
211,211,SN2003ai,0.036177,1.000358505,0.074,Ia-norm,0.0127,0.0,0.0127,1.1,1.1,0.1263370520203703,,,,,,,0.0146084250882267,-0.017992480378421,0.1263370520203703
212,212,SN2005dv,0.010404,1.821751136,0.07,Ia-norm,0.0159,0.0,0.0159,2.0,1.5,0.0,,,,,,,0.0189206898212432,0.7641429926531167,0.0
213,213,SN2004ef,0.030985,1.39,0.04,Ia-norm,0.0458,0.2,0.0,2.0,0.8,0.093350449427056,0.157,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.116,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.158,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,0.0549170300364494,0.0097963244966123,0.116
214,214,SN1999gd,0.018509,1.18,0.05,Ia-norm,0.0354,0.541,0.0,,,,0.45,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,,,0.0411139018833637,,0.45
215,215,SN2006al,0.067849,1.35,0.07,Ia-norm,0.0221,0.0,0.0,,,,,,,,,,0.0256513375788927,,0.0
216,216,SN2003fa,0.040388,0.8,0.05,Ia-99aa-like,0.0334,0.059,0.0,1.1,0.9,0.0237440323778709,,,,,,,0.0391702353954315,-0.0740553120690314,0.0237440323778709
217,217,SN2000dn,0.032065,1.04,0.04,Ia-norm,0.0409,0.0,0.0409,1.1,1.1,0.0697719243530464,0.08,Jiawen,,,,,0.0479691438376903,-0.0429285028760659,0.08
218,218,SN2006bh,0.010847,1.391299069,0.074,Ia-norm,0.0227,0.0,0.0227,,,,0.016,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.0,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.037,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,0.0265839323401451,,0.016
219,219,SN2001fh,0.01299,1.51,0.08,Ia-norm,0.6394,0.0,0.6394,1.7,1.1,-0.1444711020652689,,,,,,,0.7463582754135132,0.4865320316634189,-0.1444711020652689
220,220,SN2006ot,0.0531,0.84,0.05,Ia-norm,0.0151,0.0,0.0151,1.2,1.0,0.1819573778806205,,,,,,,0.0176899638026952,0.0565290565089462,0.1819573778806205
221,221,SN2002de,0.028116,0.96,0.04,Ia-norm,0.0144,0.239,0.0,1.4,1.0,0.4135437694307441,,,,,,,0.0194630529731512,0.2767192257907567,0.4135437694307441
222,222,SN2003kf,0.007388,1.1,0.05,Ia-norm,0.2687,0.386,0.0,1.7,1.0,0.0852895442800394,,,,,,,0.3125289976596832,0.2361713429047576,0.0852895442800394
223,223,SN2004as,0.031021,0.92,0.08,Ia-norm,0.0132,0.195,0.0,1.3,1.1,0.1592196068836502,,,,,,,0.0153225809335708,0.0217648713200091,0.1592196068836502
224,224,SN2012fr,0.005457,0.85,0.0,Ia-norm,0.0177,0.0,0.0177,,,0.2182623271303468,0.01,https://iopscience.iop.org/article/10.1088/0004-6256/148/1/1/pdf,,,,,0.0204045306891202,0.0941488098121254,0.01
225,225,SN2005iq,0.034043,1.19,0.06,Ia-norm,0.0186,0.2,0.0,,,,0.005,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.0,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.04,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,0.0221006125211715,,0.005
226,226,SN1990Y,0.039034,1.025792678,0.074,Ia-norm,0.0069,0.0,0.0069,,,,,,,,,,0.0082334270700812,,0.0
227,227,SN1996ab,0.13,1.01,0.07,Ia-norm,0.0274,0.0,0.0274,,,,,,,,,,0.0322625301778316,,0.0
228,228,SN2002er,0.008569,1.23,0.03,Ia-norm,0.1376,0.0,0.1376,1.2,1.1,0.2665527321759777,,,,,,,0.1605164408683776,0.2700933053348748,0.2665527321759777
229,229,SN2002jy,0.0196,0.88,0.06,Ia-norm,0.045,0.114,0.0,1.1,1.1,0.1160915800100053,,,,,,,0.0530391186475753,0.0207431602857717,0.1160915800100053
230,230,SN2002es,0.02843,1.3592957019999998,0.07,Ia-pec,0.1552,0.0,0.1552,0.3,2.0,0.3325619742612964,0.0,https://arxiv.org/pdf/1202.3140.pdf,,,,,0.1802745759487152,0.3697229082506332,0.0
