,Unnamed: 0,ObjName,Redshift,DM15,DM15err,Subtype,EBV,EBVhost,EBVmw,pivot,slope,EBVhostNew,EBVPaper1,Source1,EBVPaper2,Source2,EBVPaper3,Source3,EBVmwSFD,maxBV,EBVfinal
231,231,SN2011iv,0.0065,1.69,0.0,Ia-norm,0.0098,0.0,0.01,1.7,1.0,0.0528908884756032,0.01,https://arxiv.org/pdf/1707.03823.pdf,,,,,0.0113998707383871,-0.0015429308309826,0.01
232,232,SN2002ef,0.023977,1.06,0.04,Ia-norm,0.0251,0.0,0.0251,,,,,,,,,,0.032260563224554,,0.0
233,233,SN2000dm,0.0150699999999999,1.46,0.04,Ia-norm,0.1606,0.0,0.1606,1.6,0.9,0.0006184869440113,,,,,,,0.1851309984922409,0.0598003860983666,0.0006184869440113
234,234,SN2005lu,0.032009,0.74,0.05,Ia-norm,0.0218,0.0,0.0218,0.2,0.2,0.3484321787595478,0.324,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.247,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.0255164336413145,0.2478510131332996,0.324
235,235,SN2006em,0.019233,1.5,0.15,Ia-91bg,0.0513,0.0,0.0513,,,,,,,,,,0.0590296685695648,,0.0
236,236,SN2006az,0.030935,1.29,0.03,Ia-norm,0.0111,0.0,0.0111,1.1,1.7,0.1743031709033468,,,,,,,0.0138743678107857,0.0364914673582283,0.1743031709033468
237,237,SN1999cl,0.007609,1.17,0.06,Ia-norm,0.0325,1.328,0.0,1.4,0.7,1.210383093796611,1.08,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,,,0.0379911288619041,1.0880878290883906,1.08
238,238,SN2008bf,0.0246,1.05,0.04,Ia-norm,0.0296,0.093,0.0,1.1,1.1,0.0642492657339815,0.0,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.0345489419996738,-0.0621717357343989,0.0
239,239,SN2005kc,0.0151199999999999,1.24,0.04,Ia-norm,0.1136,0.2,0.0,1.1,1.1,0.2744689137625763,0.267,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.35,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.31,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,0.1321102827787399,0.2503475101269927,0.267
240,240,SN1996ai,0.003156,0.88,0.06,Ia-norm,0.0122,0.0,0.0122,,,,1.69,https://arxiv.org/pdf/1905.11516.pdf,,,,,0.0141143826767802,,1.69
241,241,SN2002do,0.015881,1.56,0.08,Ia-norm,0.2703,0.0,0.2703,,,,,,,,,,0.3137614130973816,,0.0
242,242,SN2008A,0.016428,1.28,0.09,Iax,0.0427,0.0,0.0427,0.6,1.5,0.289225380844672,0.2,https://iopscience.iop.org/article/10.1088/0004-637X/767/1/57/pdf,,,,,0.0542675666511058,0.1907877907891801,0.2
243,243,SN1993ae,0.019667,1.261106143,0.074,Ia-norm,0.0334,0.0,0.0334,0.2,1.0,0.0537623848894294,,,,,,,0.0389841012656688,-0.0617340395406635,0.0537623848894294
244,244,SN1999by,0.002128,1.97,0.04,Ia-91bg,0.0134,0.036,0.0,1.3,1.1,0.0,0.02,https://arxiv.org/pdf/1702.06585.pdf,,,,,0.0157132279127836,0.4886510436667208,0.02
245,245,SN2003iv,0.034307,1.65,0.07,Ia-norm,0.1184,0.143,0.0,1.0,1.2,-0.1688959045492605,,,,,,,0.1371068656444549,-0.1101673166114984,-0.1688959045492605
246,246,SN2005el,0.01491,1.27,0.05,Ia-norm,0.0976,0.124,0.0,1.7,0.9,0.038843359705625,0.0,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.015,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.1140507310628891,-0.0007751697608746,0.015
247,247,SN2001G,0.01677,1.025465792,0.07,Ia-norm,0.0135,0.0,0.0135,1.0,1.1,0.0876545483186881,,,,,,,0.0156814344227314,-0.0567990082439386,0.0876545483186881
248,248,SN2004bg,0.021035,1.05,0.09,Ia-norm,0.019,0.062,0.0,1.0,1.1,0.0717042848980512,,,,,,,0.0220581945031881,-0.0672074640668149,0.0717042848980512
249,249,SN2005mc,0.025221,1.63,0.05,Ia-norm,0.0379,0.2,0.0,1.9,1.5,0.5945754563604906,0.212,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.0436230301856994,0.5538778851738861,0.212
250,250,SN2006X,0.00524,1.18,0.03,Ia-norm,0.0228,1.496,0.0,1.4,0.8,1.444657530643536,1.36,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,1.24,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,0.026224935427308,1.3110103807563505,1.36
251,251,SN1998aq,0.003699,1.11,0.04,Ia-norm,0.0122,0.024,0.0,1.6,1.1,0.0626196318976668,0.01,https://iopscience.iop.org/article/10.1086/512054/pdf,,,,,0.0141180241480469,-0.0848800703059815,0.01
252,252,SN2001fe,0.013539,1.0,0.07,Ia-norm,0.0185,0.0819999999999999,0.0,1.1,1.2,0.1372328042797871,,,,,,,0.0224282573908567,0.000742705888495,0.1372328042797871
253,253,SN2006cp,0.022289,0.98,0.09,Ia-norm,0.0223,0.288,0.0,1.1,1.1,0.1493717814667897,0.134,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.0264270603656768,0.0180859240828681,0.134
254,254,SN2007le,0.006721,1.01,0.03,Ia-norm,0.0334,0.0,0.0334,1.0,1.0,0.3826762745264691,0.379,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.388,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,0.34,https://academic.oup.com/mnras/article/479/3/3663/5040246,0.0334388762712478,0.2566765330592524,0.379
255,255,SN1998dm,0.0065349999999999,0.9,0.03,Ia-norm,0.0385,0.434,0.0,1.2,1.1,0.3057761844759631,0.33,Jiawen,0.35,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,0.0453681498765945,0.2004519711004526,0.33
256,256,SN2002aw,0.026145,1.05,0.06,Ia-norm,0.0059,0.0,0.0059,1.8,0.8,0.2510327636155843,,,,,,,0.0069347638636827,0.0969975840112127,0.2510327636155843
257,257,SN2004at,0.023131,1.05,0.03,Ia-norm,0.0094,0.0,0.0094,,,,,,,,,,0.0118857519701123,,0.0
258,258,SN2006le,0.017432,0.88,0.03,Ia-norm,0.351,0.452,0.0,1.5,0.9,-0.0144104568952822,,,,,,,0.4487457573413849,0.2859477620742936,-0.0144104568952822
259,259,SN2002cd,0.010344,0.84,0.05,Ia-norm,0.3501,1.008,0.0,,,,0.7,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,,,0.4053798019886017,,0.7
260,260,SN2006hx,0.045494,1.052732499,0.074,Ia-norm,0.0256,0.0,0.0256,1.7,1.1,0.5777641692114996,0.21,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.0299958381801843,0.4467175502063156,0.21
261,261,SN1997bp,0.008312,1.08,0.06,Ia-norm,0.0384,0.0,0.0384,2.0,0.7,0.3605252347329613,,,,,,,0.044286374002695,0.2432703892059962,0.3605252347329613
262,262,SN2004gc,0.032089,1.08,0.05,Ia-norm,0.1781,0.0,0.1781,1.2,1.1,0.0511960858789424,0.242,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.20607890188694,0.0957337682362222,0.242
263,263,SN2006ev,0.028733,1.32,0.05,Ia-norm,0.0759,0.0,0.0759,1.1,1.1,0.219845127532345,0.199,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.0900719389319419,0.161618143911852,0.199
264,264,SN1998dx,0.054224,1.32,0.07,Ia-norm,0.0356,0.0,0.0356,1.0,1.2,0.0211371831018106,0.03,https://iopscience.iop.org/article/10.1086/512054/pdf,,,,,0.0404000952839851,-0.0867616441666392,0.03
265,265,SN2001ck,0.034717,1.05,0.05,Ia-norm,0.011,0.0,0.011,1.2,1.1,0.1465343778265342,,,,,,,0.0126744545996189,-0.0017611110419011,0.1465343778265342
266,266,SN2006ha,0.030654,1.368581946,0.074,Ia-norm,0.0385,0.0,0.0385,,,,,,,,,,0.0447334684431552,,0.0
267,267,SN1995bd,0.0146,0.94,0.04,Ia-norm,0.4202,0.0,0.4202,,,,,,,,,,0.4899593591690064,,0.0
268,268,SN2001ah,0.057756,0.98,0.08,Ia-norm,0.0106,0.0,0.0106,,,,,,,,,,0.012877520173788,,0.0
269,269,SN2003kc,0.033176,1.140199861,0.074,Ia-norm,0.0163,0.0,0.0163,,,,,,,,,,0.0204293970018625,,0.0
270,270,SN1995ak,0.022719,1.25,0.07,Ia-norm,0.0326,0.0,0.0326,,,,,,,,,,0.0379053875803947,,0.0
271,271,SN2007N,0.01287891,1.874690474,0.07,Ia-91bg,0.0343,0.0,0.0343,,,,0.35,https://arxiv.org/pdf/1702.06585.pdf,,,,,0.0403105653822422,,0.35
272,272,SN2000E,0.00475,1.09,0.05,Ia-norm,0.3168,0.0,0.3168,0.8,0.9,-0.1057097891729434,0.217,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.3719294369220733,0.1045979511076424,0.217
273,273,SN1998dk,0.013219,1.05,0.1,Ia-norm,0.0386,0.14,0.0,1.5,0.7,0.2385536075911083,,,,,,,0.0448636263608932,0.1224472904839473,0.2385536075911083
274,274,SN2005mz,0.017559,1.83,0.05,Ia-norm,0.1399,0.3229999999999999,0.0,,,,,,,,,,0.1628632396459579,,0.0
275,275,SN2011by,0.002843,1.14,0.0,Ia-norm,0.0119,0.0,0.013,1.1,1.1,0.0923268547475859,0.067,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.0139559637755155,-0.054916635734326,0.067
276,276,SN2006mp,0.026998678,1.026273553,0.07,Ia-99aa-like,0.0303,0.16,0.0,1.7,0.7,0.1344552053352101,,,,,,,0.0352239236235618,0.0095113802671349,0.1344552053352101
277,277,SN2002ha,0.0144,1.22,0.04,Ia-norm,0.0852,0.0,0.0,1.1,1.1,0.1021508446900357,,,,,,,0.1022261008620262,0.0467118762833393,0.1021508446900357
278,278,SN1997do,0.01012,0.94,0.05,Ia-norm,0.0534,0.213,0.0,1.2,0.8,0.1573804634822407,,,,,,,0.0617491193115711,0.0644871875538619,0.1573804634822407
279,279,SN1999ek,0.017522,1.14,0.03,Ia-norm,0.4794,0.0,0.4794,,,,0.277,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.5681278109550476,,0.277
280,280,SN1995D,0.006561,1.05,0.03,Ia-norm,0.0484,0.0,0.0484,1.4,0.9,0.016617084629815,,,,,,,0.0570964626967907,-0.0872563961414485,0.016617084629815
281,281,SN2006ef,0.017902,1.201191665,0.07,Ia-norm,0.0201,0.18,0.0,1.2,1.0,0.1139420144526286,0.035,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.0237543899565935,-0.0211159892713084,0.035
282,282,SN2006ak,0.0381,1.22,0.08,Ia-norm,0.0271,0.0,0.0271,1.2,1.1,0.2144215242287211,,,,,,,0.0328574664890766,0.0896139214490752,0.2144215242287211
283,283,SN2005bg,0.023086,1.06633512,0.074,Ia-norm,0.0264,0.0,0.0264,,,,0.078,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.0321013666689395,,0.078
284,284,SN2005ms,0.025204,1.021422082,0.07,Ia-norm,0.029,0.0,0.029,1.1,1.1,0.1440670416703875,,,,,,,0.0339259542524814,0.0180273846083203,0.1440670416703875
285,285,SN1997Y,0.0158659999999999,1.15,0.09,Ia-norm,0.0142,0.0,0.0142,1.3,0.9,0.0996500306452617,,,,,,,0.0166635494679212,-0.0446364975700106,0.0996500306452617
286,286,SN2006ej,0.020452,1.266591743,0.07,Ia-norm,0.0296,0.2,0.0,1.2,1.0,0.1169225447255105,0.016,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.059,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.0351349525153636,-0.0019277917673612,0.059
287,287,SN1994T,0.034656,1.51,0.08,Ia-norm,0.0253,0.0,0.0253,1.8,0.6,,,,,,,,0.0240010395646095,,0.0
288,288,SN2004dt,0.01973,1.14,0.04,Ia-norm,0.0212,0.0,0.0212,0.9,1.2,0.1429019851390687,0.0,https://www.aanda.org/articles/aa/pdf/2007/44/aa7487-07.pdf,,,,,0.0265405178070068,0.008243048688648,0.0
289,289,SN2007jg,0.037131,1.17,0.05,Ia-norm,0.0904,0.0,0.0904,2.0,0.9,0.1259220458163517,0.15,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.108,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.1061387285590171,0.0717743808052446,0.108
290,290,SN2007on,0.006494493,1.641064228,0.074,Ia-norm,0.0098,0.0,0.0098,1.1,1.1,0.060201713305256,0.0,https://arxiv.org/pdf/1702.06585.pdf,,,,,0.0115299904718995,-0.0093287221939348,0.0
291,291,SN1995E,0.011575,1.16,0.05,Ia-norm,0.0229,0.0,0.0229,1.3,1.1,0.8574085018134128,0.77,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,,,0.0265007726848125,0.7232635502580003,0.77
292,292,SN2007ba,0.038513,1.89,0.05,Ia-91bg,0.0315,0.0,0.0315,0.8,1.4,0.0,0.15,https://arxiv.org/pdf/1702.06585.pdf,,,,,0.0367185175418853,0.2495883337222544,0.15
293,293,SN2003hv,0.005624,1.31,0.05,Ia-norm,0.0133,0.0,0.0133,1.6,0.9,0.0783851491687587,0.0,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.015268450602889,-0.0558293548655726,0.0
294,294,SN2002cx,0.023963,1.51,0.09,Iax,0.0278,0.032,0.0,,,,0.05,https://iopscience.iop.org/article/10.1088/0004-637X/767/1/57/pdf,,,,,0.0322704017162323,,0.05
295,295,SN1994M,0.0232,1.26,0.06,Ia-norm,0.0199,0.18,0.0,1.4,1.1,0.1830271068494239,,,,,,,0.0227888133376836,0.0512375370044324,0.1830271068494239
296,296,SN1999cw,0.012372,0.94,0.05,Ia-norm,0.0296,0.0,0.0296,1.1,1.1,0.0124803238061337,0.05,https://arxiv.org/pdf/astro-ph/0410476.pdf,,,,,0.0358486995100975,-0.1063133719237185,0.05
297,297,SN2017cbv,0.00399,1.06,0.0,Ia-norm,0.1452,0.0,0.1452,1.6,0.7,-0.114368475904703,0.0,https://arxiv.org/pdf/1706.08990.pdf,,,,,0.1687379777431488,-0.1068458407461001,0.0
298,298,SN2002bf,0.024197,1.12,0.08,Ia-norm,0.0092,0.18,0.0,,,,,,,,,,0.0112043917179107,,0.0
299,299,SN1998ef,0.0177419999999999,1.27,0.07,Ia-norm,0.0631,0.2,0.0,1.0,0.9,-0.0639898241840397,,,,,,,0.0736980438232421,-0.1439610408901863,-0.0639898241840397
300,300,SN2006gt,0.044771,1.66,0.05,Ia-91bg,0.0323,0.0,0.0323,0.7,1.5,0.1843886768870796,0.04,https://arxiv.org/pdf/1702.06585.pdf,,,,,0.0372507348656654,0.1463147878825736,0.04
301,301,SN2007ae,0.064387,0.98,0.06,Ia-norm,0.0386,0.0,0.0,,,,,,,,,,0.0448010712862014,,0.0
302,302,SN1999cp,0.00948,0.98,0.07,Ia-norm,0.0212,0.0,0.0212,1.1,1.1,0.0720619420096533,0.04,Jiawen,,,,,0.0245564766228199,-0.0610944991171251,0.04
303,303,SN2006kf,0.021301,1.55,0.03,Ia-norm,0.2097,0.0,0.2097,1.6,0.9,-0.0635391394008375,0.0069999999999999,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.032,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.2455293089151382,0.0761000076803455,0.0069999999999999
304,304,SN2003gq,0.021448,1.69,0.19,Iax,0.06,0.0,0.06,,,,0.4,https://iopscience.iop.org/article/10.1088/0004-637X/767/1/57/pdf,,,,,0.0693443343043327,,0.4
305,305,SN2003ae,0.032857,1.210128557,0.074,Ia-norm,0.0204,0.0,0.0,,,,,,,,,,0.0243308376520872,,0.0
306,306,SN2007A,0.0171,0.95,0.05,Ia-norm,0.0631,0.04,0.0,1.1,1.1,0.2092717259657148,0.225,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.259,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.0737100690603256,0.1274893142491038,0.225
307,307,SN1994ae,0.004266,0.96,0.04,Ia-norm,0.0262,0.0,0.0262,1.2,1.1,0.1062452222553446,,,,,,,0.0307092405855655,-0.0193331337722284,0.1062452222553446
308,308,SN2001bg,0.007122,1.06,0.03,Ia-norm,0.0338,0.0,0.0338,1.2,1.1,0.2480976739623965,,,,,,,0.0391681231558322,0.1260504545336829,0.2480976739623965
309,309,ASASSN-14lp,0.0051,0.8,0.01,Ia-norm,0.0213,0.32,0.022,1.3,0.7,0.1689896399233223,0.33,https://iopscience.iop.org/article/10.3847/0004-637X/826/2/144/pdf,,,,,0.0247724037617445,0.0567924638427328,0.33
310,310,SN1998de,0.016471,1.88,0.05,Ia-norm,0.0495,0.139,0.0,,,,,,,,,,0.0593551211059093,,0.0
311,311,SN2000cx,0.0081,0.99,0.02,Ia-pec,0.0698,0.083,0.0,1.5,1.1,0.1246151737186981,0.0,https://academic.oup.com/mnras/article/436/2/1225/1127597,,,,,0.081530325114727,0.0478023765003641,0.0
312,312,SN2006ac,0.023106,1.2,0.03,Ia-norm,0.0136,0.04,0.0,1.1,1.1,0.2766225258385125,0.066,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.0157220661640167,0.1334660573894766,0.066
313,313,SN1981B,0.006031,1.056649558,0.074,Ia-norm,0.0157,0.0,0.0157,1.2,1.1,0.1930787388139914,0.11,https://www.jstor.org/stable/pdf/40678120.pdf?refreqid=excelsior%3A6fcd3a834aa6a5f1eb6b09f2a7c35340&ab_segments=&origin=&initiator=&acceptTC=1,,,,,0.0182732194662094,0.0502127114865409,0.11
314,314,SN1998bu,0.002992,1.03,0.02,Ia-norm,0.0217,0.395,0.0,1.0,1.1,0.3083461130058504,0.351,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.38,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,0.0251805856823921,0.1732124729490536,0.351
315,315,SN2006ax,0.0167389999999999,1.06,0.03,Ia-norm,0.041,0.0,0.041,1.4,1.0,0.0123313165113234,0.009,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.0,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.016,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,0.0502789095044136,-0.0986051165688088,0.009
316,316,SN2003U,0.028341,1.46,0.1,Ia-norm,0.0242,0.0,0.0,1.3,0.8,0.1201202285759118,,,,,,,0.0296379495412111,0.0238090787792373,0.1201202285759118
317,317,SN1990O,0.030664,0.987955962,0.07,Ia-norm,0.0807,0.0,0.0807,,,,,,,,,,0.0951425060629844,,0.0
318,318,SN1990N,0.003395,0.943599628,0.074,Ia-norm,0.0223,0.0,0.0223,,,,,,,,,,0.0259076859802007,,0.0
319,319,SN1999cc,0.0313279999999999,1.35,0.06,Ia-norm,0.0174,0.2,0.0,,,,,,,,,,0.0227829441428184,,0.0
320,320,SN2007qe,0.02,1.03,0.04,Ia-norm,0.0332,0.0,0.0332,1.2,0.9,0.1100747805039044,0.069,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.0383102484047412,-0.0119291968305432,0.069
321,321,SN2004L,0.032346,1.12,0.07,Ia-norm,0.0268,0.0,0.0,,,,,,,,,,0.031839046627283,,0.0
322,322,SN1999da,0.012695,1.9,0.05,Ia-91bg,0.0449,0.0,0.0449,1.3,1.1,0.0,,,,,,,0.0514083802700042,0.6342228837895085,0.0
323,323,SN2005be,0.035,1.49,0.05,Ia-norm,0.0294,0.2,0.0,1.0,1.2,0.0733348162349334,0.0,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.0340029969811439,-0.0124198783343238,0.0
324,324,SN2005am,0.007899,1.3,0.05,Ia-norm,0.0433,0.074,0.0,1.2,1.1,0.1437944379711975,0.053,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.0536327548325061,0.0468151886847927,0.053
325,325,SN2008R,0.0135,1.54,0.05,Ia-norm,0.0618,0.0,0.0618,1.5,1.1,0.0870115630677786,0.009,https://arxiv.org/pdf/1702.06585.pdf,,,,,0.0721172466874122,0.0507899170475596,0.009
326,326,SN2006td,0.01588,1.379582116,0.07,Ia-norm,0.076,0.1,0.0,,,,,,,,,,0.0883846133947372,,0.0
327,327,SN2006mo,0.037002,1.565199499,0.07,Ia-norm,0.0383,0.18,0.0,,,,,,,,,,0.0445803068578243,,0.0
328,328,SN2006is,0.031421,0.852109517,0.07,Ia-norm,0.029,0.0,0.029,1.4,0.2,0.130868508318206,0.0,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.0336809232831001,0.0197431218437351,0.0
329,329,SN2005cf,0.006461,1.1,0.03,Ia-norm,0.0841,0.218,0.0,1.4,0.9,0.087789800692777,0.088,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.0974162369966507,0.0235588386544627,0.088
330,330,SN2007ax,0.006878,1.87,0.05,Ia-91bg,0.0446,0.204,0.0,1.0,1.9,0.0,0.213,https://arxiv.org/pdf/1702.06585.pdf,,,,,0.0538019649684429,0.7402329903094191,0.213
331,331,SN2003cg,0.00413,1.26,0.05,Ia-norm,0.0265,1.331,0.0,1.1,1.1,1.3553064237066947,1.27,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,,,0.0309054274111986,1.231633467935218,1.27
332,332,SN2003du,0.006384,1.07,0.06,Ia-norm,0.0081,0.03,0.0,1.1,1.1,0.0506792786752308,0.0,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.0100219175219535,-0.100704571860696,0.0
333,333,SN1999gp,0.026745,0.87,0.04,Ia-norm,0.0472,0.0,0.0472,,,,,,,,,,0.0558997876942157,,0.0
334,334,SN2001br,0.020628,1.16,0.04,Ia-norm,0.0557,0.0,0.0557,1.4,0.9,0.2799747210082685,,,,,,,0.0645783245563507,0.1839073213243942,0.2799747210082685
335,335,SN1993ac,0.049,1.19,0.1,Ia-norm,0.1409,0.0,0.1409,,,,,,,,,,0.1616462767124176,,0.0
336,336,SN2000B,0.019827,1.46,0.05,Ia-norm,0.0579,0.18,0.0,,,,,,,,,,0.0688181966543197,,0.0
337,337,SN2007au,0.020584,1.69,0.05,Ia-norm,0.0584,0.0,0.0584,2.0,0.7,0.1731639191915246,,,,,,,0.0671006515622139,0.1744308807087655,0.1731639191915246
338,338,SN2007jh,0.040796,1.7585466180000002,0.074,Ia-86G-like,0.0902,0.0,0.0902,,,,0.1689999999999999,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.1036054193973541,,0.1689999999999999
339,339,SN2008fp,0.005664,0.979300806,0.074,Ia-norm,0.1686,0.0,0.1686,1.7,0.5,0.4839908858899758,0.578,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,0.53,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,0.1961087733507156,0.5224328611518736,0.53
340,340,SN2006ob,0.059239,1.5602525859999998,0.07,Ia-norm,0.0285,0.0,0.0,,,,0.045,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.0331176072359085,,0.045
341,341,SN1999X,0.025171,1.11,0.08,Ia-norm,0.0272,0.12,0.0,,,,,,,,,,0.0318233855068683,,0.0
342,342,SN2006py,0.0579,1.147860366,0.074,Ia-norm,0.0518,0.0,0.0518,0.2,1.4,0.334206407388834,0.142,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.154,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.0601210072636604,0.2333193564326912,0.154
343,343,SN2007S,0.0139,0.94,0.03,Ia-91T,0.0224,0.518,0.0,1.2,1.0,0.5016574722653073,0.478,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,0.42,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,0.0278109293431043,0.3748260063684618,0.478
344,344,SN2007O,0.036212,1.136139751,0.07,Ia-norm,0.0182,0.04,0.0,,,,,,,,,,0.0231423154473304,,0.0
345,345,SN2012ht,0.003559,1.39,0.0,Ia-norm,0.0252,0.0,0.0252,1.2,1.1,0.0736077500169538,,,,,,,0.0292586088180542,-0.035604796131885,0.0736077500169538
346,346,SN2007al,0.012175,1.89,0.05,Ia-91bg,0.036,0.172,0.0,,,,,,,,,,0.0420097783207893,,0.0
